gesto,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
rock,0.493788,0.642096,-0.000000,0.547630,0.560123,-0.004000,0.574618,0.445836,-0.008957,0.584720,0.353902,-0.018590,0.607425,0.283641,-0.027838,0.533144,0.365913,0.012193,0.520259,0.236740,0.001258,0.513513,0.165218,-0.008713,0.507728,0.104688,-0.015476,0.485001,0.382160,0.004168,0.448671,0.330402,-0.018654,0.451671,0.410458,-0.029205,0.463339,0.457469,-0.028400,0.437325,0.404287,-0.005846,0.408659,0.357575,-0.027686,0.422269,0.439176,-0.030804,0.444277,0.487967,-0.024976,0.395829,0.429623,-0.017537,0.361267,0.342980,-0.029753,0.343505,0.300149,-0.033103,0.334591,0.252497,-0.031751
rock,0.481241,0.615849,-0.000000,0.536154,0.523007,-0.000487,0.563138,0.405558,-0.003780,0.571255,0.312583,-0.012546,0.590258,0.245819,-0.021006,0.528266,0.332158,0.016762,0.515871,0.212019,0.006672,0.508261,0.142913,-0.003449,0.504222,0.084326,-0.010276,0.484721,0.346877,0.007311,0.458993,0.292057,-0.014559,0.461619,0.369613,-0.026130,0.472012,0.418173,-0.026217,0.437737,0.368329,-0.003989,0.420181,0.313805,-0.024875,0.428774,0.392517,-0.029053,0.445223,0.444842,-0.024118,0.393992,0.394427,-0.016642,0.362348,0.299435,-0.027883,0.347372,0.250351,-0.031633,0.341410,0.201004,-0.030893
rock,0.456641,0.653738,-0.000000,0.513653,0.560050,0.001798,0.551343,0.449952,-0.001376,0.568470,0.365640,-0.011019,0.574902,0.301215,-0.020086,0.507052,0.366511,0.023184,0.502800,0.250266,0.014407,0.503464,0.179289,0.003082,0.505691,0.121045,-0.005068,0.465809,0.379080,0.011946,0.471063,0.337944,-0.007685,0.472136,0.415365,-0.020890,0.472610,0.468037,-0.023177,0.421791,0.400078,-0.001183,0.432486,0.363490,-0.018607,0.437921,0.443073,-0.023995,0.444720,0.493629,-0.021555,0.379160,0.423073,-0.015870,0.367161,0.335841,-0.025049,0.370065,0.289686,-0.029153,0.379295,0.241757,-0.029784
rock,0.456472,0.662283,-0.000000,0.515225,0.567286,0.006164,0.548580,0.457197,0.003843,0.557767,0.374772,-0.005865,0.561126,0.309723,-0.015141,0.491693,0.375569,0.025729,0.488692,0.260999,0.016913,0.489261,0.191548,0.006310,0.489939,0.134968,-0.001336,0.451050,0.390254,0.011724,0.466844,0.348553,-0.008121,0.472526,0.426289,-0.019642,0.470944,0.478762,-0.020633,0.410486,0.413131,-0.004005,0.430686,0.378470,-0.021333,0.439462,0.456834,-0.024527,0.443613,0.504760,-0.020642,0.371602,0.438340,-0.021062,0.366479,0.355362,-0.030593,0.373816,0.312424,-0.033582,0.383854,0.265216,-0.033212
rock,0.437570,0.665250,0.000000,0.477904,0.579139,-0.007199,0.490180,0.464235,-0.015397,0.480261,0.372300,-0.026726,0.489513,0.299048,-0.038279,0.436446,0.380423,-0.001964,0.405444,0.258472,-0.013934,0.383894,0.188816,-0.024270,0.369932,0.128615,-0.031855,0.389904,0.402614,-0.008395,0.337256,0.380682,-0.027293,0.357792,0.462708,-0.034279,0.386688,0.507022,-0.033909,0.343798,0.434938,-0.016386,0.295618,0.422187,-0.034446,0.326111,0.493604,-0.035876,0.364302,0.530480,-0.032067,0.304646,0.472982,-0.026195,0.246963,0.411707,-0.038279,0.209671,0.375333,-0.041284,0.184984,0.328551,-0.040902
rock,0.438440,0.652015,0.000000,0.466086,0.562667,-0.011046,0.467035,0.456737,-0.020245,0.453971,0.372101,-0.031462,0.458487,0.297367,-0.042523,0.421702,0.372615,-0.003014,0.383838,0.251261,-0.013448,0.353857,0.183274,-0.023315,0.330334,0.124171,-0.030698,0.380862,0.393069,-0.006329,0.319706,0.380723,-0.022322,0.347519,0.456097,-0.029428,0.382877,0.492974,-0.029866,0.338642,0.421889,-0.011306,0.285039,0.416923,-0.026326,0.320383,0.478738,-0.028770,0.362099,0.508340,-0.026629,0.304899,0.455556,-0.018295,0.242114,0.399022,-0.028130,0.205466,0.364780,-0.031168,0.181805,0.322108,-0.031367
rock,0.464312,0.642524,0.000000,0.497587,0.560206,-0.006015,0.500864,0.470465,-0.014327,0.489631,0.393812,-0.026361,0.505370,0.321223,-0.038525,0.439831,0.366138,0.005481,0.397966,0.247683,-0.002101,0.366511,0.183137,-0.011770,0.340917,0.125611,-0.019735,0.403674,0.377256,-0.001353,0.349203,0.373099,-0.012146,0.355235,0.440844,-0.019391,0.366713,0.476300,-0.021673,0.366590,0.399362,-0.009935,0.321029,0.395937,-0.020842,0.347487,0.450845,-0.024448,0.379851,0.482651,-0.024878,0.334615,0.426437,-0.020328,0.277960,0.374610,-0.028145,0.239901,0.347194,-0.031059,0.213186,0.315834,-0.032214
rock,0.538999,0.788521,0.000000,0.438845,0.700822,0.012483,0.373764,0.592747,0.011798,0.328376,0.511851,0.010487,0.264316,0.467904,0.008776,0.427095,0.527380,-0.026763,0.422988,0.363348,-0.032692,0.418118,0.269384,-0.031504,0.412243,0.197472,-0.029903,0.490796,0.532941,-0.034026,0.521312,0.422346,-0.026230,0.516659,0.470686,-0.006362,0.502812,0.512691,0.004760,0.559789,0.553408,-0.039259,0.567720,0.452436,-0.028251,0.554505,0.500009,-0.007963,0.542263,0.542445,0.001969,0.623291,0.571614,-0.044794,0.631732,0.436213,-0.043558,0.628364,0.370549,-0.037387,0.627348,0.319546,-0.033441
rock,0.565494,0.771449,0.000000,0.461060,0.683475,0.009511,0.400030,0.572893,0.008832,0.358649,0.486410,0.008829,0.294822,0.434122,0.008596,0.460529,0.506007,-0.028577,0.456239,0.344223,-0.033736,0.450457,0.251388,-0.032081,0.444966,0.178426,-0.029889,0.528437,0.513583,-0.032553,0.550352,0.403746,-0.024777,0.539942,0.451573,-0.004908,0.525092,0.492705,0.006807,0.596169,0.534268,-0.034402,0.602572,0.430758,-0.023467,0.584063,0.472351,-0.003844,0.569281,0.510710,0.006190,0.657195,0.551899,-0.036480,0.669837,0.416684,-0.034217,0.668630,0.353455,-0.027638,0.667901,0.305391,-0.023176
rock,0.565151,0.742904,0.000000,0.455393,0.653021,0.010367,0.394324,0.543711,0.011200,0.351193,0.457634,0.013939,0.293225,0.405917,0.016008,0.452595,0.478932,-0.034045,0.437966,0.314679,-0.037922,0.428719,0.220426,-0.034439,0.422150,0.145608,-0.030777,0.524978,0.478625,-0.035771,0.527374,0.363428,-0.022781,0.514868,0.411205,0.001438,0.504281,0.455607,0.014765,0.593248,0.494761,-0.035040,0.585243,0.384151,-0.020723,0.562200,0.419732,-0.000195,0.549441,0.456513,0.009285,0.651299,0.511516,-0.034035,0.662175,0.376764,-0.031267,0.659332,0.311892,-0.024815,0.659792,0.266392,-0.020679
rock,0.576986,0.682090,-0.000000,0.445257,0.598709,0.003627,0.378074,0.489142,0.003747,0.320979,0.407837,0.007173,0.254404,0.369642,0.010337,0.442411,0.397395,-0.033079,0.410089,0.243162,-0.035716,0.388597,0.144193,-0.034102,0.373389,0.065812,-0.031594,0.521983,0.393066,-0.029106,0.501990,0.290378,-0.014534,0.486450,0.338069,0.007244,0.479008,0.381543,0.019276,0.592335,0.408265,-0.023039,0.563798,0.313471,-0.005914,0.541032,0.355806,0.013505,0.535426,0.396094,0.022244,0.648709,0.423700,-0.017458,0.654710,0.293895,-0.011740,0.649210,0.230178,-0.004916,0.649809,0.182683,-0.000589
rock,0.577365,0.672176,-0.000000,0.530041,0.542573,0.042043,0.496631,0.431438,0.047370,0.484734,0.345486,0.044432,0.456095,0.275075,0.041601,0.499506,0.371354,0.000822,0.524208,0.230705,-0.004163,0.541645,0.147847,0.000602,0.544460,0.085727,0.003839,0.538267,0.397837,-0.027846,0.612994,0.292934,-0.026753,0.629334,0.354818,-0.004635,0.614920,0.382033,0.010672,0.590406,0.433049,-0.053471,0.657495,0.338754,-0.049847,0.667072,0.388374,-0.023092,0.652045,0.420960,-0.006400,0.651296,0.470515,-0.077051,0.666400,0.350006,-0.080871,0.686027,0.282128,-0.071816,0.700525,0.222787,-0.064046
rock,0.573504,0.648556,-0.000000,0.512398,0.539073,0.046794,0.473326,0.438222,0.062746,0.458764,0.355925,0.069361,0.428835,0.298852,0.076345,0.480585,0.353573,0.036684,0.498152,0.234025,0.047521,0.513121,0.167706,0.056483,0.515840,0.120071,0.061221,0.521380,0.356062,0.011556,0.582754,0.276611,0.028480,0.604481,0.318229,0.044683,0.596733,0.340400,0.053923,0.572294,0.370654,-0.010409,0.629593,0.303929,0.007389,0.641030,0.352341,0.026275,0.628638,0.383387,0.035631,0.632957,0.389717,-0.030157,0.650426,0.283602,-0.022178,0.657973,0.230451,-0.013783,0.657955,0.184584,-0.008234
rock,0.554493,0.620505,-0.000000,0.515145,0.480856,0.006848,0.502909,0.375975,0.015379,0.487912,0.298412,0.019956,0.468313,0.237666,0.024028,0.565129,0.326206,0.033592,0.566563,0.214337,0.045931,0.567311,0.150177,0.053024,0.570917,0.097854,0.055698,0.590643,0.342538,0.026463,0.621993,0.253864,0.041841,0.644106,0.207845,0.046617,0.661445,0.181276,0.047550,0.599727,0.370942,0.017122,0.598458,0.290993,0.024262,0.594209,0.255416,0.020552,0.595463,0.227862,0.016421,0.599154,0.408954,0.006880,0.576065,0.354604,0.010060,0.550442,0.325467,0.007390,0.534604,0.305901,0.004856
rock,0.350977,0.739604,0.000000,0.433533,0.673677,0.045296,0.488629,0.600676,0.065886,0.528317,0.552987,0.078390,0.561814,0.536962,0.089896,0.479789,0.496916,0.043937,0.489271,0.386837,0.057072,0.500141,0.330165,0.065538,0.511979,0.285973,0.071521,0.438429,0.481139,0.025514,0.401338,0.390029,0.046547,0.380699,0.413055,0.061919,0.376197,0.443411,0.070789,0.391763,0.482601,0.009674,0.359487,0.397626,0.030380,0.339088,0.419917,0.043885,0.334371,0.441658,0.050146,0.339691,0.492897,-0.003893,0.320464,0.403265,0.007454,0.301207,0.356823,0.014839,0.288231,0.318521,0.019492
rock,0.436944,0.701822,-0.000000,0.536421,0.632714,0.048141,0.605377,0.545320,0.071131,0.655386,0.487954,0.087652,0.702995,0.464394,0.103604,0.571437,0.412805,0.037800,0.589352,0.288053,0.053634,0.601520,0.215912,0.067432,0.613343,0.159276,0.077760,0.511995,0.393661,0.022406,0.474128,0.288197,0.051078,0.454341,0.318234,0.078459,0.454807,0.354820,0.095398,0.447538,0.401659,0.009926,0.413751,0.298716,0.035983,0.398889,0.325315,0.058483,0.400737,0.349876,0.070800,0.379966,0.422078,0.000196,0.354427,0.321111,0.013632,0.331244,0.268665,0.024625,0.315553,0.222285,0.032738
rock,0.345381,0.679303,0.000000,0.419566,0.589029,0.047645,0.471282,0.498328,0.067021,0.507824,0.440037,0.078290,0.540868,0.418773,0.088534,0.446398,0.401659,0.035116,0.440931,0.273705,0.046496,0.436427,0.200774,0.056674,0.435072,0.144870,0.063726,0.405250,0.388456,0.014521,0.354496,0.277333,0.034772,0.332257,0.297943,0.055954,0.331175,0.324934,0.069091,0.354769,0.394473,-0.003280,0.307850,0.284365,0.015602,0.286596,0.303103,0.034319,0.284876,0.325854,0.044497,0.297905,0.412808,-0.018444,0.258842,0.313780,-0.009306,0.228662,0.265918,-0.000140,0.210415,0.228929,0.006501
rock,0.383634,0.652789,-0.000000,0.467891,0.575266,0.044795,0.522885,0.493790,0.063358,0.559516,0.438819,0.074120,0.592342,0.414206,0.083805,0.504476,0.390504,0.033417,0.508588,0.260995,0.042618,0.510840,0.190311,0.051490,0.515219,0.133748,0.058060,0.462776,0.377741,0.013845,0.417465,0.267575,0.031982,0.399818,0.296848,0.052152,0.403387,0.328481,0.065021,0.413177,0.382805,-0.003467,0.371401,0.273563,0.012695,0.354465,0.298889,0.030258,0.357743,0.324554,0.040291,0.358256,0.398626,-0.018493,0.333107,0.295195,-0.012577,0.308093,0.240240,-0.005247,0.292829,0.195547,0.000642
rock,0.342661,0.719722,0.000000,0.325568,0.694074,-0.046532,0.320430,0.659380,-0.072178,0.316652,0.650299,-0.093242,0.321110,0.643727,-0.112563,0.392459,0.501661,-0.036662,0.431861,0.415676,-0.056097,0.464819,0.402080,-0.068638,0.496108,0.397560,-0.074793,0.412747,0.494943,-0.022940,0.412645,0.415033,-0.043689,0.413730,0.450530,-0.054119,0.428798,0.475614,-0.057162,0.429523,0.500201,-0.014459,0.444104,0.426479,-0.031114,0.436769,0.459798,-0.038630,0.441070,0.483588,-0.039779,0.448806,0.515590,-0.011223,0.484338,0.445950,-0.020184,0.514365,0.421815,-0.026449,0.550333,0.399310,-0.029666
rock,0.531202,0.705571,-0.000000,0.517735,0.629066,-0.022016,0.518247,0.547383,-0.045503,0.495037,0.487559,-0.059019,0.477617,0.449394,-0.070886,0.565099,0.402447,-0.065343,0.597373,0.340286,-0.064753,0.625419,0.342590,-0.066256,0.658600,0.344445,-0.074924,0.554714,0.415458,-0.051663,0.629900,0.333050,-0.066220,0.698805,0.385384,-0.073812,0.755593,0.449652,-0.081816,0.569903,0.440993,-0.032993,0.639849,0.365777,-0.045283,0.689319,0.413199,-0.067453,0.704320,0.470643,-0.085722,0.583507,0.482143,-0.012885,0.648394,0.423631,-0.026397,0.662588,0.465206,-0.044949,0.658826,0.494212,-0.060883
rock,0.303689,0.666056,0.000000,0.368905,0.583676,0.003379,0.405749,0.516008,0.002018,0.434605,0.457762,-0.004982,0.460421,0.421634,-0.011437,0.392014,0.410729,0.025733,0.394470,0.301480,0.022800,0.390275,0.246759,0.018621,0.388119,0.197100,0.015235,0.358818,0.409997,0.015042,0.347605,0.323182,0.004931,0.331757,0.376690,0.001144,0.331531,0.412508,0.003474,0.322112,0.419364,0.001790,0.311339,0.332554,-0.009463,0.305760,0.390890,-0.011448,0.312377,0.432036,-0.007543,0.292249,0.442537,-0.012537,0.280031,0.367893,-0.016444,0.292052,0.371517,-0.016761,0.311095,0.379143,-0.014879
rock,0.295173,0.670633,0.000000,0.361363,0.597989,0.003805,0.405255,0.530449,0.004070,0.432121,0.474415,-0.000922,0.450864,0.439503,-0.005288,0.391395,0.416968,0.025677,0.398730,0.308700,0.022568,0.396491,0.251413,0.018329,0.395268,0.202693,0.015561,0.355454,0.413795,0.016223,0.339139,0.325944,0.006225,0.324115,0.380334,0.002523,0.326412,0.421053,0.005271,0.315725,0.419536,0.004408,0.303430,0.333001,-0.005505,0.296675,0.391003,-0.007656,0.303443,0.435575,-0.003800,0.282445,0.438381,-0.008598,0.266813,0.360658,-0.012384,0.266312,0.320387,-0.014908,0.276926,0.283357,-0.014736
rock,0.303701,0.712975,0.000000,0.359126,0.630751,0.004042,0.384057,0.569847,0.002750,0.396858,0.518309,-0.003763,0.403898,0.480749,-0.009819,0.371322,0.462621,0.019237,0.366039,0.351596,0.013757,0.352913,0.304038,0.008701,0.346916,0.265661,0.005484,0.338368,0.466374,0.008877,0.313809,0.375840,-0.001810,0.300660,0.423495,-0.005779,0.306110,0.463579,-0.004509,0.300544,0.479256,-0.003524,0.281299,0.395756,-0.013612,0.275870,0.446640,-0.014965,0.285316,0.487944,-0.011818,0.267505,0.501117,-0.017154,0.240141,0.425715,-0.022650,0.233208,0.384104,-0.025269,0.240043,0.346315,-0.025659
rock,0.317132,0.732338,0.000000,0.371344,0.656009,-0.006748,0.396816,0.600828,-0.010543,0.407470,0.543410,-0.017332,0.406532,0.507879,-0.022812,0.386902,0.493160,0.015823,0.388173,0.381663,0.010276,0.373464,0.349540,0.006241,0.364988,0.331204,0.004027,0.351905,0.495272,0.010977,0.345168,0.402119,-0.001057,0.333348,0.452031,-0.007417,0.336887,0.489417,-0.007073,0.314896,0.507519,0.002925,0.312548,0.418458,-0.010333,0.307155,0.464594,-0.015945,0.310999,0.505805,-0.014418,0.285310,0.527833,-0.006821,0.261149,0.455081,-0.013514,0.256867,0.422003,-0.018214,0.261987,0.396368,-0.019612
rock,0.470493,0.713106,0.000000,0.405661,0.612345,0.019794,0.375887,0.519186,0.023991,0.360630,0.442672,0.025484,0.330309,0.380535,0.027362,0.410839,0.460371,0.000054,0.423115,0.340070,0.003292,0.433348,0.281097,0.010790,0.439635,0.238323,0.016556,0.454448,0.469807,-0.009799,0.470545,0.368055,0.002331,0.462806,0.390899,0.021623,0.453518,0.421949,0.033174,0.497675,0.493206,-0.017761,0.505685,0.402636,-0.004658,0.497173,0.426864,0.014820,0.492734,0.451123,0.025531,0.539637,0.523095,-0.025159,0.554928,0.422433,-0.018591,0.557008,0.382343,-0.008800,0.560959,0.353717,-0.001835
rock,0.471541,0.726954,0.000000,0.404778,0.624874,0.020923,0.377661,0.529648,0.024075,0.364649,0.451879,0.024429,0.335427,0.388600,0.025270,0.419269,0.475271,-0.003993,0.436946,0.346718,-0.001839,0.448878,0.286545,0.006566,0.455804,0.242996,0.013021,0.462105,0.486896,-0.015178,0.481558,0.377265,-0.004305,0.470005,0.399773,0.017429,0.458200,0.430227,0.030871,0.502750,0.513028,-0.024252,0.513408,0.413365,-0.012368,0.503082,0.434453,0.009567,0.499286,0.457698,0.022164,0.540974,0.546037,-0.032646,0.557153,0.442105,-0.026855,0.561302,0.404678,-0.015646,0.569279,0.379868,-0.007415
rock,0.473492,0.733147,0.000000,0.403779,0.633282,0.019277,0.371893,0.537397,0.022627,0.353666,0.461749,0.023482,0.317457,0.405348,0.024697,0.419791,0.478015,-0.004001,0.435544,0.351791,-0.002100,0.448070,0.292258,0.005431,0.456239,0.250014,0.011436,0.465327,0.488377,-0.013977,0.484020,0.380595,-0.002204,0.472127,0.402978,0.018681,0.460674,0.434883,0.031168,0.508209,0.514132,-0.022118,0.518637,0.417231,-0.009104,0.505501,0.441507,0.011933,0.498612,0.466696,0.023539,0.547596,0.546203,-0.029859,0.567110,0.440683,-0.023518,0.570988,0.398128,-0.013025,0.577235,0.368567,-0.005615
rock,0.406534,0.608497,-0.000000,0.468242,0.494424,0.004583,0.508432,0.390248,0.006362,0.532335,0.308753,0.003076,0.545104,0.239372,0.000496,0.479417,0.315733,0.032366,0.477532,0.216278,0.035409,0.466845,0.162728,0.035398,0.458778,0.121073,0.035095,0.446706,0.320082,0.024617,0.446828,0.228478,0.028573,0.434651,0.203153,0.027463,0.425776,0.185900,0.027596,0.415219,0.335341,0.014101,0.411767,0.244746,0.016693,0.401268,0.224610,0.017755,0.394706,0.205593,0.018995,0.388408,0.359513,0.001958,0.368937,0.277523,0.004812,0.350475,0.223283,0.006266,0.339019,0.173358,0.007511
rock,0.408348,0.631273,-0.000000,0.489779,0.522442,0.012633,0.535791,0.435288,0.017828,0.569532,0.356817,0.016150,0.582947,0.310230,0.014721,0.504336,0.346000,0.034439,0.517112,0.239899,0.033248,0.515262,0.186953,0.030207,0.513002,0.145971,0.028088,0.471302,0.348119,0.020462,0.474061,0.247051,0.012129,0.473372,0.267514,0.005543,0.480008,0.294524,0.005175,0.439665,0.361277,0.004442,0.437986,0.257409,-0.006468,0.441283,0.274550,-0.012780,0.450311,0.304464,-0.012267,0.417609,0.383698,-0.011665,0.404632,0.297030,-0.017655,0.404543,0.249567,-0.022673,0.412439,0.219763,-0.024433
rock,0.415558,0.824274,0.000000,0.305908,0.726429,0.002986,0.240699,0.575908,-0.007766,0.203873,0.438913,-0.016909,0.143037,0.355857,-0.024550,0.299462,0.522995,-0.053467,0.350575,0.319489,-0.068517,0.374128,0.205939,-0.065807,0.384074,0.116255,-0.063020,0.371255,0.552953,-0.062336,0.450946,0.392718,-0.069588,0.451507,0.453862,-0.044023,0.428530,0.503693,-0.025486,0.454146,0.594561,-0.069796,0.519658,0.440638,-0.075219,0.516828,0.490133,-0.050077,0.492871,0.540583,-0.031777,0.538739,0.639420,-0.077682,0.589504,0.473088,-0.087440,0.619212,0.388684,-0.081985,0.633326,0.321851,-0.075749
rock,0.444590,0.829079,0.000000,0.335414,0.731838,-0.010388,0.262239,0.589507,-0.030957,0.217569,0.464382,-0.046971,0.137293,0.389040,-0.061561,0.317154,0.565583,-0.087597,0.363995,0.345344,-0.115491,0.376922,0.223734,-0.119017,0.381920,0.122931,-0.119755,0.400936,0.594214,-0.092843,0.474421,0.414260,-0.110377,0.465968,0.486249,-0.085832,0.445151,0.540198,-0.068488,0.488289,0.629356,-0.097074,0.552602,0.462689,-0.111494,0.536840,0.523637,-0.087280,0.510299,0.582412,-0.069747,0.575547,0.664325,-0.102590,0.633862,0.504279,-0.120208,0.675538,0.427626,-0.117424,0.705674,0.368934,-0.113118
rock,0.455525,0.854405,0.000000,0.357905,0.759194,-0.002435,0.282621,0.627860,-0.016206,0.240751,0.513915,-0.027339,0.195719,0.425875,-0.037394,0.332043,0.603235,-0.063241,0.376205,0.402406,-0.084276,0.397656,0.296109,-0.084623,0.409168,0.213183,-0.082590,0.406191,0.630453,-0.068902,0.468861,0.455794,-0.083890,0.463095,0.516742,-0.061872,0.441164,0.565721,-0.044212,0.484066,0.659162,-0.073235,0.527943,0.491139,-0.084658,0.522138,0.541565,-0.061561,0.505005,0.595325,-0.043384,0.561624,0.686024,-0.078225,0.591286,0.529217,-0.091125,0.608261,0.456047,-0.086050,0.620000,0.401372,-0.079490
rock,0.433573,0.820935,0.000000,0.357295,0.716384,0.010575,0.303321,0.604717,0.004318,0.272112,0.509638,-0.002860,0.231565,0.431385,-0.009264,0.336827,0.572690,-0.032531,0.364961,0.408967,-0.045084,0.381757,0.326071,-0.042921,0.390620,0.262690,-0.039964,0.390419,0.596397,-0.043603,0.445612,0.452415,-0.050018,0.443835,0.498454,-0.029651,0.426812,0.536570,-0.014652,0.447403,0.627996,-0.053264,0.489923,0.489855,-0.056559,0.487141,0.526277,-0.034703,0.475321,0.565520,-0.019335,0.503773,0.662278,-0.062920,0.533065,0.543666,-0.068545,0.549607,0.484681,-0.061528,0.564182,0.438764,-0.054939
rock,0.469994,0.793630,0.000000,0.405551,0.683025,0.013878,0.374051,0.570060,0.009081,0.360320,0.475805,0.002663,0.334687,0.402541,-0.002856,0.405065,0.540361,-0.027458,0.455030,0.389709,-0.037895,0.481922,0.315825,-0.033833,0.498009,0.260564,-0.029532,0.453199,0.571665,-0.040161,0.519862,0.430204,-0.046929,0.513761,0.472763,-0.026522,0.494903,0.509458,-0.010777,0.505168,0.609051,-0.051070,0.558905,0.472010,-0.055038,0.550748,0.508288,-0.032402,0.534594,0.549421,-0.015492,0.556984,0.648893,-0.061636,0.594770,0.529673,-0.066010,0.615459,0.475274,-0.057205,0.633634,0.438220,-0.048993
rock,0.430941,0.816888,0.000000,0.369811,0.706468,0.015488,0.331875,0.594630,0.010931,0.309838,0.501514,0.004124,0.268212,0.428861,-0.001736,0.348824,0.573136,-0.024638,0.381239,0.422221,-0.035510,0.404492,0.352126,-0.032212,0.417496,0.300372,-0.028620,0.391968,0.601546,-0.038915,0.448974,0.462350,-0.046850,0.455806,0.504215,-0.028399,0.442937,0.538485,-0.013954,0.441023,0.635225,-0.051209,0.486647,0.502666,-0.055618,0.491612,0.534960,-0.034240,0.483996,0.567343,-0.018659,0.490752,0.671740,-0.063041,0.518489,0.559501,-0.067573,0.532821,0.508718,-0.059102,0.544417,0.467348,-0.051495
rock,0.403598,0.813973,0.000000,0.456615,0.706669,0.015777,0.471750,0.616833,0.019398,0.478442,0.542464,0.019986,0.495497,0.485820,0.020280,0.385641,0.557172,0.010545,0.333164,0.453846,0.020240,0.310902,0.398975,0.026051,0.297576,0.357472,0.029013,0.337051,0.578374,0.004076,0.307167,0.531242,0.024060,0.325456,0.563771,0.037016,0.341436,0.594553,0.042346,0.294920,0.613426,-0.000403,0.270037,0.563724,0.020005,0.281690,0.590260,0.031731,0.294796,0.612559,0.034859,0.258157,0.647548,-0.004552,0.216279,0.576418,0.007766,0.199067,0.541674,0.015616,0.189339,0.512424,0.019212
rock,0.402395,0.811559,0.000000,0.459740,0.706535,0.015765,0.478740,0.619011,0.019753,0.489269,0.548788,0.020463,0.509681,0.494889,0.020818,0.382185,0.553899,0.013857,0.330286,0.455787,0.024399,0.308681,0.403757,0.029765,0.295999,0.365324,0.032162,0.332523,0.574090,0.007181,0.311068,0.537251,0.028483,0.329689,0.571466,0.040267,0.343766,0.603021,0.044343,0.290546,0.609379,0.002345,0.272669,0.569756,0.024033,0.284531,0.599870,0.034486,0.295716,0.623535,0.036230,0.253722,0.645361,-0.002265,0.213322,0.581844,0.010657,0.197879,0.551708,0.017902,0.189328,0.525839,0.020834
rock,0.382695,0.804487,0.000000,0.446207,0.707195,0.009990,0.482649,0.626242,0.013745,0.513818,0.566826,0.015569,0.549289,0.530981,0.017456,0.391173,0.544643,0.013065,0.382859,0.441472,0.023386,0.378592,0.394572,0.027681,0.377928,0.358506,0.029890,0.334352,0.558813,0.011516,0.337819,0.524395,0.031690,0.349669,0.566755,0.041764,0.364390,0.602386,0.045434,0.292318,0.587220,0.011273,0.289959,0.539691,0.031925,0.293313,0.554475,0.038617,0.304525,0.564925,0.038502,0.263220,0.613487,0.010867,0.252704,0.547665,0.025318,0.250381,0.512939,0.031104,0.256174,0.483786,0.032732
rock,0.362123,0.869374,0.000000,0.437731,0.793242,0.009380,0.483022,0.725112,0.005773,0.515136,0.663782,0.001487,0.545467,0.627306,-0.002325,0.425898,0.655862,-0.017440,0.403428,0.515765,-0.014636,0.402355,0.447644,-0.008935,0.400375,0.397224,-0.005713,0.371548,0.657658,-0.022536,0.373131,0.559091,-0.006334,0.380130,0.598872,0.011758,0.377014,0.636029,0.019777,0.322246,0.673055,-0.025360,0.328451,0.583123,-0.007506,0.333534,0.616500,0.007667,0.333972,0.643710,0.012458,0.278265,0.690093,-0.028072,0.254001,0.573754,-0.020674,0.248862,0.524986,-0.014144,0.247575,0.487600,-0.011566
rock,0.363343,0.875671,0.000000,0.433558,0.798216,0.005567,0.475268,0.727988,-0.000767,0.501669,0.666321,-0.006897,0.523441,0.623249,-0.012827,0.408965,0.658465,-0.025071,0.381880,0.526743,-0.024822,0.377792,0.459169,-0.020009,0.372276,0.407520,-0.016989,0.354354,0.663986,-0.028670,0.353035,0.565657,-0.014944,0.367242,0.597697,0.003687,0.368052,0.631890,0.012426,0.304043,0.683436,-0.030160,0.305669,0.590407,-0.015141,0.316701,0.618175,0.001452,0.321427,0.645595,0.007818,0.258794,0.702891,-0.031732,0.230672,0.592689,-0.026358,0.226104,0.544789,-0.019175,0.224679,0.509567,-0.015607
rock,0.412760,0.865005,0.000000,0.478186,0.770158,0.020358,0.498953,0.696382,0.024277,0.508194,0.636237,0.025148,0.525448,0.587990,0.025344,0.400911,0.615250,0.009309,0.338629,0.515768,0.021706,0.312935,0.460404,0.029664,0.294784,0.420236,0.033291,0.347650,0.642350,0.000902,0.322571,0.596721,0.026894,0.346004,0.639166,0.045006,0.358052,0.674331,0.051862,0.301090,0.686018,-0.004903,0.273210,0.638006,0.019710,0.292614,0.677993,0.034897,0.304481,0.705428,0.038581,0.257475,0.732193,-0.009878,0.200737,0.653760,0.001591,0.184052,0.628523,0.010266,0.171280,0.606145,0.014259
